kite	bird	N	hyp	2.92	4.87
anteater	animal	N	hyp	5.86	9.77
pea	vegetable	N	hyp	4.71	7.85
ice	glacier	N	mero	2.15	3.58
chalk	crayon	N	cohyp	0.77	1.28
journal	notebook	N	cohyp	3.91	6.52
mouth	face	N	mero	1.82	3.03
witch	woman	N	hyp	3.25	5.42
society	group	N	hyp	4.36	7.27
pavement	surface	N	hyp	5.15	8.58
sculpture	drawing	N	cohyp	0.69	1.15
winner	loser	N	ant	0.33	0.55
fin	fish	N	mero	0.33	0.55
siren	signal	N	hyp	4.92	8.2
home	palace	N	r-hyp	1.77	2.95
leg	arm	N	cohyp	0.57	0.95
nucleus	cell	N	mero	1.23	2.05
disbelief	belief	N	ant	3	5
brother	relation	N	hyp	5.69	9.48
caffeine	coffee	N	mero	1.46	2.43
autumn	season	N	hyp	5.86	9.77
parsley	sage	N	cohyp	0.43	0.72
six	number	N	hyp	6	10
saxophone	instrument	N	hyp	6	10
rabbit	synagogue	N	no-rel	0.08	0.13
bug	insect	N	hyp	5.36	8.93
parent	relation	N	hyp	5.56	9.27
parsley	food	N	hyp	5.25	8.75
newspaper	officer	N	no-rel	0.15	0.25
stalk	stem	N	syn	4	6.67
courage	grit	N	r-hyp	3	5
geology	thought	N	no-rel	1.38	2.3
skyscraper	meeting	N	no-rel	0.27	0.45
professor	faculty	N	mero	3.77	6.28
curve	superstition	N	no-rel	0.36	0.6
biology	study	N	hyp	5.54	9.23
governor	politician	N	hyp	4.85	8.08
twelve	dozen	N	syn	5	8.33
hypothesis	theory	N	mero	3.6	6
quilt	blanket	N	cohyp	4.77	7.95
coat	fireplace	N	no-rel	0.29	0.48
empathy	feeling	N	hyp	5.31	8.85
diamond	crystal	N	hyp	3.92	6.53
doctor	surgeon	N	r-hyp	2.43	4.05
berry	cherry	N	cohyp	1.25	2.08
circle	line	N	cohyp	2.2	3.67
activity	movement	N	r-hyp	3.75	6.25
gang	group	N	hyp	5.55	9.25
medicine	drug	N	hyp	3.83	6.38
dish	food	N	hyp	1.15	1.92
wart	mole	N	cohyp	2.58	4.3
lemon	fruit	N	hyp	6	10
flower	offense	N	no-rel	0.38	0.63
pavement	road	N	mero	3.44	5.73
river	lord	N	no-rel	0.1	0.17
poet	writer	N	hyp	5.7	9.5
snail	courage	N	no-rel	0.15	0.25
night	day	N	ant	1.42	2.37
football	basketball	N	cohyp	0.86	1.43
spatula	utensil	N	hyp	5.85	9.75
dictator	ruler	N	hyp	5.92	9.87
meaning	nonsense	N	cohyp	0.73	1.22
tip	point	N	hyp	3.55	5.92
intellect	knowledge	N	hyp	3.64	6.07
follower	leader	N	ant	0.33	0.55
doughnut	food	N	hyp	5.82	9.7
commercial	advertisement	N	hyp	5.23	8.72
human	man	N	syn	1.85	3.08
leadership	ability	N	hyp	5.08	8.47
pill	drug	N	hyp	4.15	6.92
essay	paragraph	N	cohyp	1.43	2.38
chemistry	science	N	hyp	6	10
drawer	desk	N	mero	0.62	1.03
father	ancestor	N	hyp	3.9	6.5
lung	organ	N	hyp	5.75	9.58
lot	quantity	N	hyp	5	8.33
alley	street	N	hyp	5.36	8.93
corporation	business	N	hyp	5.38	8.97
rummy	game	N	hyp	5.17	8.62
eyebrow	face	N	mero	0.29	0.48
diamond	pearl	N	cohyp	0.45	0.75
vanilla	flavor	N	hyp	5.69	9.48
heroine	woman	N	hyp	4.85	8.08
monument	memorial	N	syn	5.25	8.75
chimpanzee	primate	N	hyp	6	10
meaning	liberty	N	no-rel	0.67	1.12
bread	food	N	hyp	5.42	9.03
vocabulary	speech	N	mero	4.15	6.92
tangerine	nucleus	N	no-rel	0.31	0.52
person	proprietor	N	r-hyp	2.23	3.72
north	direction	N	hyp	5.29	8.82
sardine	food	N	hyp	5.7	9.5
tornado	typhoon	N	cohyp	2.85	4.75
cod	fish	N	hyp	5.54	9.23
kitchen	bedroom	N	cohyp	0.79	1.32
gravel	stone	N	hyp	5	8.33
hero	villain	N	cohyp	0.8	1.33
term	period	N	hyp	4.27	7.12
square	shape	N	hyp	5.5	9.17
limb	tree	N	mero	0.91	1.52
lava	rock	N	hyp	3.07	5.12
carpenter	worker	N	hyp	5.73	9.55
rent	payment	N	hyp	4.55	7.58
book	atlas	N	r-hyp	0.82	1.37
anatomy	science	N	hyp	5.5	9.17
power	clay	N	no-rel	0.33	0.55
onion	food	N	hyp	5.92	9.87
gender	sex	N	syn	3.45	5.75
fraternity	group	N	hyp	5.23	8.72
puberty	youth	N	cohyp	3.58	5.97
squash	meaning	N	no-rel	0.15	0.25
elephant	lecture	N	no-rel	0.17	0.28
goose	turkey	N	cohyp	0.46	0.77
tractor	truck	N	hyp	3.67	6.12
recliner	furniture	N	hyp	5.46	9.1
quill	porcupine	N	mero	1.46	2.43
lace	shoe	N	mero	1.08	1.8
intelligence	knowledge	N	hyp	2.69	4.48
cabbage	food	N	hyp	6	10
child	family	N	mero	2.73	4.55
product	harbor	N	no-rel	0.38	0.63
niece	son	N	no-rel	0.25	0.42
subtraction	addition	N	ant	0.92	1.53
politician	governor	N	r-hyp	2.21	3.68
semester	hour	N	cohyp	0.45	0.75
disorder	order	N	ant	1.92	3.2
chili	pepper	N	hyp	5	8.33
sport	volleyball	N	r-hyp	0.38	0.63
gin	liquor	N	hyp	5.85	9.75
cat	animal	N	hyp	6	10
circle	shape	N	hyp	6	10
pitcher	container	N	hyp	5.08	8.47
lion	tiger	N	cohyp	1.27	2.12
insurance	safety	N	hyp	3.33	5.55
test	exam	N	syn	5.33	8.88
jug	container	N	hyp	5.42	9.03
diary	journal	N	syn	5	8.33
raccoon	animal	N	hyp	5.73	9.55
lieutenant	captain	N	cohyp	1.5	2.5
atom	matter	N	hyp	5.62	9.37
dilemma	confusion	N	hyp	3.54	5.9
marriage	ritual	N	hyp	4.31	7.18
discipline	punishment	N	hyp	4.62	7.7
clam	seafood	N	hyp	5.6	9.33
clam	mussel	N	cohyp	3.38	5.63
pavement	sidewalk	N	mero	4.15	6.92
bang	noise	N	hyp	5.46	9.1
squad	team	N	syn	5.64	9.4
steel	blade	N	syn	2.8	4.67
arrow	wound	N	no-rel	0.3	0.5
amateur	expert	N	cohyp	0.85	1.42
executive	person	N	hyp	4.91	8.18
mayor	person	N	hyp	4	6.67
drawing	painting	N	cohyp	2	3.33
fox	animal	N	hyp	5.92	9.87
prom	party	N	hyp	5.42	9.03
captain	officer	N	hyp	4.93	8.22
tip	pencil	N	mero	0.3	0.5
destiny	sailor	N	no-rel	0.08	0.13
passage	grasshopper	N	no-rel	0	0
truck	vehicle	N	hyp	5.54	9.23
almond	peanut	N	cohyp	1.2	2
education	school	N	r-hyp	2	3.33
cleaner	soap	N	r-hyp	1.73	2.88
destiny	dress	N	no-rel	0.15	0.25
bumper	car	N	mero	1.42	2.37
lodge	inn	N	syn	4.15	6.92
driver	antler	N	no-rel	0.15	0.25
jewel	gem	N	syn	4.08	6.8
green	blue	N	cohyp	0.73	1.22
motorcycle	bike	N	syn	5.4	9
screw	nail	N	cohyp	1.3	2.17
decade	era	N	cohyp	4.71	7.85
sketch	drawing	N	hyp	5.1	8.5
cure	treatment	N	mero	3.58	5.97
weight	quantity	N	hyp	4.46	7.43
trauma	condition	N	hyp	4.5	7.5
zero	number	N	hyp	5.82	9.7
beginning	end	N	ant	1.54	2.57
primate	animal	N	hyp	5	8.33
catastrophe	tragedy	N	syn	4.71	7.85
professor	staff	N	mero	4.55	7.58
girl	woman	N	hyp	4.7	7.83
bed	furniture	N	hyp	5.85	9.75
trip	journey	N	hyp	5.33	8.88
bracelet	necklace	N	cohyp	0.93	1.55
parent	family	N	mero	4	6.67
head	foot	N	ant	0.33	0.55
time	era	N	r-hyp	2.82	4.7
spy	agent	N	hyp	4.8	8
company	organization	N	hyp	5.5	9.17
weapon	gun	N	r-hyp	2.17	3.62
lemon	citrus	N	hyp	5.64	9.4
excise	tax	N	hyp	3.9	6.5
snake	weakness	N	no-rel	1.08	1.8
hypothesis	pool	N	no-rel	0.36	0.6
leopard	tiger	N	cohyp	0.69	1.15
dusk	evening	N	mero	4.67	7.78
strawberry	blueberry	N	cohyp	0.85	1.42
son	child	N	hyp	5.36	8.93
bunch	group	N	hyp	4.92	8.2
magazine	newspaper	N	cohyp	2.38	3.97
homework	instruction	N	mero	1.92	3.2
dagger	weapon	N	hyp	5.91	9.85
fabric	silk	N	r-hyp	1.23	2.05
migraine	headache	N	hyp	5.15	8.58
flame	pleasure	N	no-rel	0.55	0.92
liver	heart	N	cohyp	0.33	0.55
beer	liquid	N	hyp	5.38	8.97
four	number	N	hyp	5.69	9.48
tenor	loser	N	no-rel	0.1	0.17
winter	summer	N	cohyp	0.55	0.92
gauge	sidewalk	N	no-rel	0.67	1.12
ring	jewelry	N	hyp	6	10
sea	water	N	hyp	4.7	7.83
crest	peak	N	syn	3.58	5.97
mass	ceremony	N	hyp	4.93	8.22
politician	senator	N	r-hyp	1.78	2.97
uncle	aunt	N	ant	0.17	0.28
blessing	approval	N	syn	5.2	8.67
product	sum	N	cohyp	3.23	5.38
goose	bird	N	hyp	5.54	9.23
violin	instrument	N	hyp	5.92	9.87
sapphire	gem	N	hyp	5.92	9.87
instrument	tuba	N	r-hyp	0.33	0.55
army	democracy	N	no-rel	0.92	1.53
force	gravity	N	r-hyp	2.15	3.58
writer	poet	N	r-hyp	2.33	3.88
school	education	N	hyp	4.75	7.92
intestine	liver	N	cohyp	0.85	1.42
boulevard	street	N	hyp	5.17	8.62
death	end	N	hyp	5	8.33
formula	equation	N	cohyp	3.62	6.03
athlete	runner	N	r-hyp	2.2	3.67
aura	light	N	hyp	3.69	6.15
toilet	bathroom	N	mero	2.5	4.17
pill	medication	N	hyp	4.7	7.83
man	primate	N	hyp	5.67	9.45
bed	bedroom	N	mero	0.18	0.3
head	arrow	N	mero	1	1.67
faith	loyalty	N	hyp	3.85	6.42
cancer	disease	N	hyp	5.92	9.87
sitting	standing	N	cohyp	0.15	0.25
lunch	food	N	hyp	3.69	6.15
condition	state	N	hyp	2.55	4.25
knee	joint	N	hyp	5.33	8.88
chemist	scientist	N	hyp	4.54	7.57
author	creator	N	hyp	5.5	9.17
chain	bond	N	hyp	4.25	7.08
navigator	explorer	N	hyp	4.08	6.8
frog	animal	N	hyp	5.92	9.87
present	future	N	cohyp	0.62	1.03
wolf	creature	N	hyp	5.36	8.93
volleyball	activity	N	hyp	4.86	8.1
knitting	craft	N	hyp	5.8	9.67
symptom	orchid	N	no-rel	0.08	0.13
glacier	iceberg	N	cohyp	3.9	6.5
therapy	treatment	N	hyp	5.5	9.17
physiology	study	N	hyp	5.14	8.57
loft	house	N	mero	2.46	4.1
position	location	N	hyp	4.38	7.3
grove	group	N	hyp	2.15	3.58
antidote	drug	N	hyp	4.75	7.92
hearing	sight	N	cohyp	1	1.67
person	people	N	mero	3.8	6.33
soda	liquid	N	hyp	5.9	9.83
soda	beverage	N	hyp	5.71	9.52
north	south	N	cohyp	0.54	0.9
maximum	extremity	N	hyp	3.56	5.93
parade	march	N	cohyp	4.62	7.7
shelf	cabinet	N	mero	1.31	2.18
blockade	barrier	N	cohyp	5.9	9.83
ankle	joint	N	hyp	5.08	8.47
suggestion	idea	N	hyp	5.1	8.5
instrument	trumpet	N	r-hyp	1.64	2.73
glove	mitten	N	r-hyp	1.85	3.08
pizza	food	N	hyp	6	10
twilight	evening	N	mero	3.92	6.53
warehouse	storage	N	hyp	4.77	7.95
abundance	scarcity	N	ant	2.14	3.57
pail	bucket	N	syn	4	6.67
paper	material	N	hyp	5.58	9.3
plum	pear	N	cohyp	0.18	0.3
squash	game	N	hyp	5.45	9.08
sorrow	joy	N	ant	0.6	1
copper	wallet	N	no-rel	0.15	0.25
failure	success	N	ant	1.46	2.43
solution	mixture	N	hyp	3.91	6.52
couple	pair	N	hyp	5.45	9.08
possum	animal	N	hyp	5.93	9.88
amount	quantity	N	syn	4.7	7.83
soccer	sport	N	hyp	5.92	9.87
prison	jail	N	cohyp	5.38	8.97
seafood	mussel	N	r-hyp	0.6	1
myth	legend	N	cohyp	3.77	6.28
cavity	tooth	N	cohyp	1.36	2.27
camera	anatomy	N	no-rel	0.23	0.38
legislature	legion	N	no-rel	0.46	0.77
restriction	rule	N	hyp	5.18	8.63
sincerity	honesty	N	hyp	4.79	7.98
maximum	limit	N	hyp	3.82	6.37
protein	milk	N	mero	1.14	1.9
wolf	animal	N	hyp	5.92	9.87
column	line	N	hyp	2.77	4.62
potato	tomato	N	cohyp	0.18	0.3
recliner	seat	N	hyp	4.73	7.88
attic	house	N	mero	0.86	1.43
music	sound	N	hyp	5.64	9.4
strawberry	food	N	hyp	5.46	9.1
rectangle	square	N	r-hyp	1.85	3.08
owl	bird	N	hyp	6	10
supermarket	grocery	N	hyp	2.36	3.93
frog	toad	N	syn	1.36	2.27
section	unit	N	hyp	3.6	6
evidence	answer	N	no-rel	3.31	5.52
rim	wheel	N	mero	1.64	2.73
package	envelope	N	cohyp	1.92	3.2
snail	animal	N	hyp	5.17	8.62
blast	explosion	N	hyp	5	8.33
parent	ancestor	N	hyp	4.2	7
robin	bird	N	hyp	6	10
vest	sweater	N	cohyp	3.5	5.83
tuxedo	dress	N	hyp	2.2	3.67
fluid	keyboard	N	no-rel	0	0
orange	tree	N	hyp	2.82	4.7
person	reader	N	r-hyp	2	3.33
conference	meeting	N	hyp	5.54	9.23
ant	insect	N	hyp	6	10
engagement	commitment	N	hyp	5.33	8.88
helmet	pocket	N	no-rel	0.4	0.67
moth	butterfly	N	cohyp	2.57	4.28
employee	worker	N	hyp	5.91	9.85
oak	wood	N	hyp	5.54	9.23
cannon	gun	N	hyp	3.91	6.52
copper	brass	N	mero	2.38	3.97
patience	impatience	N	ant	2.43	4.05
committee	group	N	hyp	5.1	8.5
waitress	server	N	hyp	5.69	9.48
dolphin	mammal	N	hyp	5.38	8.97
editorial	newspaper	N	mero	2	3.33
sword	weapon	N	hyp	5.69	9.48
human	animal	N	hyp	5.27	8.78
beam	support	N	hyp	5.57	9.28
feeling	jealousy	N	r-hyp	1.45	2.42
opponent	chorus	N	no-rel	0.17	0.28
suede	leather	N	hyp	4.36	7.27
race	competition	N	hyp	5.14	8.57
cliff	drop	N	syn	2.92	4.87
cobbler	pie	N	hyp	3.29	5.48
brown	green	N	cohyp	0.77	1.28
substance	water	N	r-hyp	1.27	2.12
twilight	dusk	N	syn	4.09	6.82
horn	bull	N	mero	0.67	1.12
digit	number	N	hyp	4.17	6.95
pane	window	N	mero	2.08	3.47
husband	spouse	N	hyp	5.73	9.55
skin	hair	N	cohyp	1.17	1.95
contract	document	N	hyp	5.83	9.72
joker	card	N	hyp	5.55	9.25
four	two	N	cohyp	0.27	0.45
repentance	sorrow	N	hyp	3.42	5.7
trauma	injury	N	syn	5	8.33
silk	material	N	hyp	5.92	9.87
limousine	migraine	N	no-rel	0.15	0.25
trigonometry	algebra	N	cohyp	1.85	3.08
mother	adult	N	hyp	5	8.33
plaything	toy	N	syn	3.4	5.67
ape	beast	N	hyp	5.09	8.48
vegetable	spinach	N	r-hyp	0.33	0.55
clue	hint	N	syn	4.46	7.43
education	empire	N	no-rel	1	1.67
father	fiddle	N	no-rel	0.31	0.52
dime	nickel	N	cohyp	0.43	0.72
crook	sickness	N	no-rel	1.17	1.95
vault	summit	N	no-rel	0.79	1.32
extremity	leg	N	r-hyp	2.08	3.47
nomad	person	N	hyp	5.18	8.63
jack	card	N	hyp	5.2	8.67
princess	status	N	no-rel	4.64	7.73
stick	stalk	N	hyp	1.8	3
murderer	thief	N	cohyp	2	3.33
foundation	base	N	syn	4.62	7.7
chess	game	N	hyp	5.62	9.37
god	being	N	hyp	4.78	7.97
existence	life	N	r-hyp	4	6.67
meal	pen	N	no-rel	0.1	0.17
camel	animal	N	hyp	6	10
fungus	kindness	N	no-rel	0.15	0.25
carpet	rug	N	syn	3.27	5.45
mushroom	fungus	N	hyp	5.33	8.88
hell	inferno	N	syn	3.17	5.28
happening	linen	N	no-rel	0.09	0.15
focus	attention	N	hyp	4.91	8.18
orchid	flower	N	hyp	5.92	9.87
pancake	waffle	N	cohyp	1.69	2.82
microscope	telescope	N	cohyp	1.7	2.83
noun	verb	N	cohyp	0	0
balance	account	N	mero	2.08	3.47
motion	action	N	hyp	4.64	7.73
caption	technique	N	no-rel	1	1.67
earnestness	sincerity	N	syn	4.14	6.9
puff	wind	N	hyp	2.73	4.55
unit	group	N	hyp	4.15	6.92
gander	biology	N	no-rel	0.58	0.97
nine	number	N	hyp	5.45	9.08
quotient	amount	N	hyp	4.42	7.37
walrus	mammal	N	hyp	5.9	9.83
rifle	pistol	N	cohyp	2.23	3.72
grace	goodness	N	hyp	3.55	5.92
shrub	plant	N	hyp	5.54	9.23
oven	appliance	N	hyp	5.9	9.83
wall	room	N	mero	0.5	0.83
hand	arm	N	mero	0.09	0.15
girl	boy	N	ant	0.1	0.17
existence	being	N	syn	4.69	7.82
wing	bat	N	mero	0.23	0.38
boyfriend	lover	N	hyp	5.38	8.97
jury	court	N	mero	1.8	3
leg	knee	N	cohyp	1.23	2.05
chain	bicycle	N	mero	0.71	1.18
nicotine	tobacco	N	mero	2	3.33
mother	woman	N	hyp	4.93	8.22
stream	oxygen	N	no-rel	0.46	0.77
louse	bug	N	cohyp	4.8	8
sunday	weekend	N	mero	3.2	5.33
bristle	brush	N	mero	2.31	3.85
worker	farmer	N	r-hyp	1.3	2.17
bulletin	news	N	hyp	4.31	7.18
