minority	toilet	N	no-rel	0.00	0.0
kettle	teapot	N	cohyp	2.55	4.25
tragedy	comedy	N	ant	0.45	0.75
morning	night	N	cohyp	0.50	0.83
thesis	statement	N	hyp	3.70	6.17
punishment	reward	N	ant	1.08	1.8
drift	float	V	syn	2.73	4.55
animal	lamb	N	r-hyp	0.93	1.55
condition	state	N	hyp	2.55	4.25
goose	bird	N	hyp	5.54	9.23
animal	duck	N	r-hyp	1.00	1.67
wood	lumber	N	mero	2.15	3.58
satan	devil	N	syn	5.38	8.97
goal	chisel	N	no-rel	0.27	0.45
stud	bull	N	cohyp	3.36	5.6
agreement	disagreement	N	ant	1.18	1.97
month	year	N	mero	1.31	2.18
insurance	safety	N	hyp	3.33	5.55
commercial	advertisement	N	hyp	5.23	8.72
week	year	N	cohyp	0.62	1.03
irritate	spend	V	no-rel	0.31	0.52
beer	beverage	N	hyp	5.55	9.25
bird	gander	N	r-hyp	0.64	1.07
doctor	surgeon	N	r-hyp	2.43	4.05
speak	scream	V	r-hyp	1.60	2.67
hour	life	N	cohyp	1.91	3.18
orange	fruit	N	hyp	6.00	10.0
auto	vehicle	N	hyp	1.55	2.58
protein	milk	N	mero	1.14	1.9
time	space	N	cohyp	1.60	2.67
mongoose	animal	N	hyp	5.00	8.33
discover	find	V	syn	5.00	8.33
bunch	group	N	hyp	4.92	8.2
divide	obtain	V	no-rel	0.83	1.38
toilet	bathroom	N	mero	2.50	4.17
limousine	vehicle	N	hyp	6.00	10.0
dope	pot	N	syn	4.00	6.67
rectangle	square	N	r-hyp	1.85	3.08
abundance	scarcity	N	ant	2.14	3.57
melody	tune	N	syn	5.42	9.03
mark	sign	N	syn	3.23	5.38
juice	milk	N	cohyp	0.33	0.55
dog	mammal	N	hyp	4.55	7.58
jaw	face	N	mero	0.73	1.22
atlas	book	N	hyp	4.82	8.03
man	woman	N	ant	0.36	0.6
twelve	number	N	hyp	6.00	10.0
ancestor	father	N	r-hyp	2.50	4.17
chain	bucket	N	no-rel	0.00	0.0
doe	animal	N	hyp	5.62	9.37
flame	pleasure	N	no-rel	0.55	0.92
machine	spice	N	no-rel	0.27	0.45
shield	armor	N	hyp	5.40	9.0
person	people	N	mero	3.80	6.33
tunnel	passage	N	hyp	5.15	8.58
toss	throw	V	hyp	4.92	8.2
shake	sink	V	no-rel	0.31	0.52
almanac	book	N	hyp	5.54	9.23
cauliflower	food	N	hyp	5.86	9.77
penguin	bird	N	hyp	5.85	9.75
nag	complain	V	hyp	5.31	8.85
soothe	comfort	V	syn	5.36	8.93
animal	reptile	N	r-hyp	0.70	1.17
elimination	process	N	hyp	4.50	7.5
lemon	fruit	N	hyp	6.00	10.0
reptile	animal	N	hyp	5.92	9.87
ascend	rise	V	hyp	4.58	7.63
person	idol	N	r-hyp	1.82	3.03
four	number	N	hyp	5.69	9.48
journal	notebook	N	cohyp	3.91	6.52
mate	marriage	N	mero	1.62	2.7
monument	memorial	N	syn	5.25	8.75
character	personality	N	mero	2.38	3.97
policeman	law	N	mero	2.67	4.45
lizard	animal	N	hyp	5.21	8.68
virtue	landscape	N	no-rel	0.08	0.13
boy	man	N	hyp	2.27	3.78
prison	jail	N	cohyp	5.38	8.97
highway	road	N	hyp	5.80	9.67
heart	intellect	N	no-rel	0.55	0.92
substance	water	N	r-hyp	1.27	2.12
mass	ceremony	N	hyp	4.93	8.22
mistake	error	N	syn	5.10	8.5
diamond	crystal	N	hyp	3.92	6.53
puppy	animal	N	hyp	5.30	8.83
bulletin	news	N	hyp	4.31	7.18
maximum	limit	N	hyp	3.82	6.37
meter	unit	N	hyp	4.90	8.17
ruby	crystal	N	hyp	4.50	7.5
weapon	gun	N	r-hyp	2.17	3.62
food	sausage	N	r-hyp	1.15	1.92
vehicle	car	N	r-hyp	0.92	1.53
helmet	pocket	N	no-rel	0.40	0.67
bucket	container	N	hyp	6.00	10.0
run	jump	V	cohyp	0.71	1.18
coffee	milk	N	cohyp	0.27	0.45
blackberry	fruit	N	hyp	5.82	9.7
write	talk	V	cohyp	1.58	2.63
point	sword	N	mero	0.45	0.75
officer	corporal	N	r-hyp	0.73	1.22
toss	pause	V	no-rel	0.08	0.13
goose	turkey	N	cohyp	0.46	0.77
spoon	fork	N	cohyp	0.83	1.38
robber	outlaw	N	hyp	5.18	8.63
politics	government	N	syn	2.11	3.52
breast	turkey	N	mero	1.08	1.8
twister	storm	N	hyp	4.54	7.57
rabbit	food	N	hyp	3.50	5.83
vault	summit	N	no-rel	0.79	1.32
cookie	food	N	hyp	5.93	9.88
nun	monk	N	cohyp	2.89	4.82
anteater	animal	N	hyp	5.86	9.77
flask	container	N	hyp	5.62	9.37
dawn	sunset	N	ant	0.54	0.9
wag	move	V	hyp	4.08	6.8
bean	food	N	hyp	5.83	9.72
drawing	painting	N	cohyp	2.00	3.33
earnestness	sincerity	N	syn	4.14	6.9
clerk	calculus	N	no-rel	0.64	1.07
vehicle	truck	N	r-hyp	0.73	1.22
flu	illness	N	hyp	5.80	9.67
store	shop	N	syn	4.00	6.67
square	rectangle	N	hyp	3.00	5.0
mob	group	N	hyp	5.18	8.63
dishwasher	appliance	N	hyp	5.69	9.48
sirloin	meat	N	hyp	5.00	8.33
ax	tool	N	hyp	5.31	8.85
group	party	N	r-hyp	1.67	2.78
cherry	grape	N	cohyp	0.62	1.03
school	education	N	hyp	4.75	7.92
go	dismiss	V	r-hyp	1.43	2.38
deny	forget	V	hyp	1.50	2.5
silence	sound	N	ant	2.90	4.83
porch	house	N	mero	1.08	1.8
party	group	N	hyp	4.69	7.82
stool	beginning	N	no-rel	0.10	0.17
forget	deny	V	r-hyp	1.62	2.7
elbow	arm	N	mero	1.23	2.05
work	homework	N	r-hyp	1.92	3.2
chain	bond	N	hyp	4.25	7.08
refrigerator	ball	N	no-rel	0.10	0.17
zero	number	N	hyp	5.82	9.7
guide	book	N	hyp	4.64	7.73
dinner	drawer	N	no-rel	0.00	0.0
drift	move	V	hyp	5.15	8.58
executive	person	N	hyp	4.91	8.18
forehead	face	N	mero	1.54	2.57
darkness	flannel	N	no-rel	0.23	0.38
tease	bother	V	hyp	4.42	7.37
jet	plane	N	hyp	5.25	8.75
mousse	food	N	hyp	5.38	8.97
vow	pledge	N	hyp	4.92	8.2
talk	address	V	r-hyp	4.00	6.67
paradise	heaven	N	syn	4.55	7.58
killer	murderer	N	r-hyp	5.00	8.33
attach	connect	V	hyp	5.71	9.52
bean	vegetable	N	hyp	4.29	7.15
officer	police	N	mero	3.83	6.38
charm	appeal	N	syn	5.33	8.88
atlas	encyclopedia	N	cohyp	4.60	7.67
history	study	N	hyp	4.58	7.63
pitcher	container	N	hyp	5.08	8.47
sell	acknowledge	V	no-rel	0.64	1.07
pelt	throw	V	hyp	4.67	7.78
semester	hour	N	cohyp	0.45	0.75
executive	chief	N	hyp	5.40	9.0
citizen	person	N	hyp	5.18	8.63
conclusion	beginning	N	ant	0.23	0.38
fad	trend	N	hyp	4.80	8.0
sight	sense	N	hyp	5.93	9.88
trunk	car	N	mero	0.43	0.72
father	mother	N	ant	0.77	1.28
digger	miner	N	cohyp	3.92	6.53
deteriorate	decay	V	hyp	4.62	7.7
mammal	cat	N	r-hyp	0.69	1.15
journal	book	N	hyp	5.00	8.33
oak	wood	N	hyp	5.54	9.23
drawer	desk	N	mero	0.62	1.03
competition	calculator	N	no-rel	1.17	1.95
homework	assignment	N	hyp	5.20	8.67
soap	cleaner	N	hyp	5.45	9.08
punch	hit	V	hyp	4.85	8.08
come	leave	V	cohyp	0.92	1.53
curve	road	N	mero	1.46	2.43
worker	mason	N	r-hyp	1.77	2.95
penny	coin	N	hyp	5.73	9.55
oregano	food	N	hyp	3.58	5.97
cobra	snake	N	hyp	5.45	9.08
prince	captain	N	no-rel	0.89	1.48
geology	thought	N	no-rel	1.38	2.3
stalk	stem	N	syn	4.00	6.67
hammock	bed	N	hyp	5.00	8.33
boyfriend	girlfriend	N	cohyp	0.79	1.32
tuba	instrument	N	hyp	5.85	9.75
statement	thesis	N	r-hyp	3.15	5.25
verdict	judgment	N	hyp	5.80	9.67
fame	glory	N	cohyp	4.75	7.92
enemy	opponent	N	hyp	5.20	8.67
spy	agent	N	hyp	4.80	8.0
cherry	fruit	N	hyp	5.92	9.87
hearing	sight	N	cohyp	1.00	1.67
prune	fruit	N	hyp	5.10	8.5
section	unit	N	hyp	3.60	6.0
trumpet	instrument	N	hyp	5.92	9.87
snack	food	N	hyp	4.67	7.78
ancestor	parent	N	r-hyp	3.70	6.17
thesaurus	book	N	hyp	5.46	9.1
construct	make	V	hyp	5.00	8.33
trombone	instrument	N	hyp	5.90	9.83
hand	arm	N	mero	0.09	0.15
grandma	grandparent	N	hyp	6.00	10.0
debate	talk	V	hyp	4.69	7.82
elm	oak	N	cohyp	1.50	2.5
bed	furniture	N	hyp	5.85	9.75
dime	penny	N	cohyp	1.54	2.57
vest	sweater	N	cohyp	3.50	5.83
saxophone	instrument	N	hyp	6.00	10.0
sight	perception	N	hyp	4.85	8.08
nightmare	dream	N	hyp	5.75	9.58
yarn	thread	N	syn	4.62	7.7
stool	toilet	N	mero	1.00	1.67
bat	animal	N	hyp	5.71	9.52
control	experiment	N	mero	2.62	4.37
sapphire	gem	N	hyp	5.92	9.87
fabric	cotton	N	r-hyp	1.36	2.27
stone	jewelry	N	mero	2.69	4.48
cradle	crib	N	cohyp	5.00	8.33
manner	style	N	syn	2.54	4.23
graph	chart	N	cohyp	5.00	8.33
move	tow	V	r-hyp	2.08	3.47
scream	speak	V	hyp	3.69	6.15
glacier	iceberg	N	cohyp	3.90	6.5
conference	group	N	hyp	4.08	6.8
person	guest	N	r-hyp	1.73	2.88
elect	pick	V	cohyp	5.23	8.72
warehouse	storage	N	hyp	4.77	7.95
science	discipline	N	hyp	4.20	7.0
soda	beverage	N	hyp	5.71	9.52
manufacturer	creator	N	hyp	5.17	8.62
decay	deteriorate	V	r-hyp	4.69	7.82
climber	person	N	hyp	3.00	5.0
assume	presume	V	syn	3.27	5.45
cricket	game	N	hyp	5.00	8.33
crest	peak	N	syn	3.58	5.97
chemistry	knife	N	no-rel	0.50	0.83
carrot	food	N	hyp	5.89	9.82
cotton	wool	N	cohyp	2.40	4.0
knit	weave	V	cohyp	3.92	6.53
decompose	decay	V	syn	5.33	8.88
knitting	craft	N	hyp	5.80	9.67
cotton	fabric	N	hyp	5.64	9.4
pollution	boat	N	no-rel	0.20	0.33
engine	train	N	mero	1.75	2.92
inmate	convict	N	syn	5.25	8.75
goal	success	N	hyp	4.00	6.67
barrier	wall	N	r-hyp	4.64	7.73
analysis	study	N	hyp	4.20	7.0
news	information	N	hyp	5.46	9.1
bunny	rabbit	N	hyp	3.91	6.52
animal	container	N	no-rel	0.30	0.5
homework	instruction	N	mero	1.92	3.2
venom	poison	N	hyp	4.75	7.92
address	talk	V	hyp	3.23	5.38
bumper	car	N	mero	1.42	2.37
crossing	road	N	mero	2.08	3.47
funeral	ceremony	N	hyp	5.60	9.33
foresight	wisdom	N	hyp	4.15	6.92
reach	construct	V	no-rel	0.40	0.67
dinosaur	animal	N	hyp	4.92	8.2
calculus	lettuce	N	no-rel	0.67	1.12
water	fluid	N	hyp	6.00	10.0
tutu	skirt	N	hyp	4.20	7.0
bride	gathering	N	no-rel	0.33	0.55
eyebrow	face	N	mero	0.29	0.48
ruler	emperor	N	r-hyp	2.57	4.28
trim	fit	V	hyp	3.15	5.25
animal	rat	N	r-hyp	0.00	0.0
panel	board	N	syn	4.62	7.7
erode	tease	V	no-rel	1.00	1.67
lily	plant	N	hyp	5.64	9.4
bed	bedroom	N	mero	0.18	0.3
snake	reptile	N	hyp	5.55	9.25
emperor	ruler	N	hyp	5.46	9.1
company	organization	N	hyp	5.50	9.17
site	location	N	hyp	4.31	7.18
seal	kite	N	no-rel	0.08	0.13
car	train	N	mero	1.67	2.78
time	era	N	r-hyp	2.82	4.7
banquet	party	N	hyp	5.36	8.93
spinach	vegetable	N	hyp	6.00	10.0
panther	cat	N	hyp	5.70	9.5
quill	fleet	N	no-rel	0.38	0.63
caffeine	problem	N	no-rel	2.08	3.47
owl	animal	N	hyp	6.00	10.0
message	note	N	r-hyp	3.64	6.07
oat	cereal	N	hyp	5.09	8.48
decay	erode	V	r-hyp	4.40	7.33
mix	integrate	V	r-hyp	4.77	7.95
hail	rain	N	cohyp	3.91	6.52
car	limousine	N	r-hyp	1.17	1.95
curb	side	N	hyp	3.15	5.25
sport	recreation	N	hyp	5.60	9.33
pavement	sidewalk	N	mero	4.15	6.92
step	stairway	N	mero	3.57	5.95
easter	holiday	N	hyp	5.85	9.75
twelve	dozen	N	syn	5.00	8.33
keep	give	V	hyp	0.38	0.63
guest	person	N	hyp	4.33	7.22
threshold	door	N	mero	2.00	3.33
fork	fashion	N	no-rel	0.25	0.42
freezer	refrigerator	N	hyp	2.15	3.58
steak	food	N	hyp	5.85	9.75
dish	food	N	hyp	1.15	1.92
square	circle	N	cohyp	0.42	0.7
differ	agree	V	ant	0.77	1.28
deck	ship	N	mero	0.31	0.52
creator	artist	N	r-hyp	2.79	4.65
finger	thumb	N	r-hyp	0.64	1.07
earth	matter	N	hyp	4.23	7.05
letter	writing	N	hyp	2.36	3.93
priest	rabbi	N	cohyp	2.09	3.48
pail	bucket	N	syn	4.00	6.67
squash	food	N	hyp	5.67	9.45
chief	executive	N	r-hyp	4.18	6.97
zucchini	food	N	hyp	5.91	9.85
lace	shoe	N	mero	1.08	1.8
bit	portion	N	hyp	3.82	6.37
theft	crime	N	hyp	5.92	9.87
cancer	disease	N	hyp	5.92	9.87
reappear	show	V	cohyp	3.38	5.63
reflect	think	V	hyp	4.67	7.78
appliance	oven	N	r-hyp	0.80	1.33
wife	woman	N	hyp	4.57	7.62
copper	bronze	N	mero	1.00	1.67
gravel	stone	N	hyp	5.00	8.33
building	skyscraper	N	r-hyp	2.38	3.97
cashier	person	N	hyp	4.46	7.43
group	staff	N	r-hyp	2.33	3.88
artist	creator	N	hyp	5.69	9.48
senate	congress	N	mero	2.62	4.37
periscope	submarine	N	mero	1.40	2.33
rat	animal	N	hyp	6.00	10.0
instrument	trumpet	N	r-hyp	1.64	2.73
frog	animal	N	hyp	5.92	9.87
square	shape	N	hyp	5.50	9.17
formula	equation	N	cohyp	3.62	6.03
saucer	dish	N	syn	5.00	8.33
monopoly	game	N	hyp	5.82	9.7
clarify	explain	V	hyp	4.92	8.2
presume	think	V	hyp	4.11	6.85
feed	starve	V	ant	0.50	0.83
employee	worker	N	hyp	5.91	9.85
citizen	salesman	N	no-rel	1.15	1.92
whisper	talk	V	hyp	5.50	9.17
book	encyclopedia	N	r-hyp	1.33	2.22
barley	food	N	hyp	5.80	9.67
prom	party	N	hyp	5.42	9.03
uncle	aunt	N	ant	0.17	0.28
fox	animal	N	hyp	5.92	9.87
mink	animal	N	hyp	5.50	9.17
worker	technician	N	r-hyp	3.10	5.17
calculus	trigonometry	N	cohyp	0.77	1.28
crib	treatment	N	no-rel	0.31	0.52
architecture	structure	N	hyp	3.50	5.83
reach	increase	V	no-rel	2.07	3.45
vault	bank	N	mero	2.67	4.45
weight	quantity	N	hyp	4.46	7.43
beard	goat	N	mero	0.92	1.53
rationalize	argue	V	hyp	3.08	5.13
human	mammal	N	hyp	5.90	9.83
bother	count	V	no-rel	0.38	0.63
organ	kidney	N	r-hyp	1.17	1.95
quail	animal	N	hyp	5.46	9.1
gander	goose	N	hyp	3.17	5.28
pile	haystack	N	r-hyp	1.36	2.27
protein	meat	N	mero	1.18	1.97
pitchfork	tool	N	hyp	5.50	9.17
engagement	commitment	N	hyp	5.33	8.88
hum	whistle	V	cohyp	1.14	1.9
weed	plant	N	hyp	5.54	9.23
geology	science	N	hyp	5.40	9.0
liver	heart	N	cohyp	0.33	0.55
wing	bird	N	mero	0.69	1.15
head	pin	N	mero	1.08	1.8
mechanic	worker	N	hyp	5.73	9.55
protection	helmet	N	r-hyp	1.50	2.5
game	chess	N	r-hyp	1.69	2.82
problem	difficulty	N	hyp	4.25	7.08
cat	animal	N	hyp	6.00	10.0
organization	foundation	N	r-hyp	2.54	4.23
guilt	innocence	N	ant	0.45	0.75
drawer	dresser	N	mero	2.08	3.47
winter	summer	N	cohyp	0.55	0.92
fig	date	N	cohyp	2.50	4.17
publisher	person	N	hyp	3.62	6.03
jury	court	N	mero	1.80	3.0
decade	era	N	cohyp	4.71	7.85
squad	group	N	hyp	5.00	8.33
saber	sword	N	hyp	5.40	9.0
cactus	plant	N	hyp	5.75	9.58
sword	weapon	N	hyp	5.69	9.48
tornado	storm	N	hyp	4.50	7.5
wealth	poverty	N	ant	0.43	0.72
sardine	food	N	hyp	5.70	9.5
sincerity	honesty	N	hyp	4.79	7.98
collect	obtain	V	cohyp	5.00	8.33
cone	shape	N	hyp	5.83	9.72
servant	slave	N	cohyp	3.00	5.0
cougar	cat	N	hyp	5.38	8.97
run	control	V	hyp	2.91	4.85
shell	husk	N	hyp	2.69	4.48
head	foot	N	ant	0.33	0.55
lady	castle	N	no-rel	0.50	0.83
protein	egg	N	mero	0.46	0.77
travel	hitchhike	V	r-hyp	1.38	2.3
opponent	chorus	N	no-rel	0.17	0.28
club	organization	N	hyp	5.46	9.1
chance	opportunity	N	syn	3.77	6.28
farmer	worker	N	hyp	5.64	9.4
deception	fraud	N	r-hyp	4.90	8.17
era	time	N	hyp	5.31	8.85
integrity	honesty	N	hyp	4.58	7.63
appliance	refrigerator	N	r-hyp	1.50	2.5
count	evaluate	V	hyp	3.67	6.12
share	stock	N	mero	3.14	5.23
week	beginning	N	no-rel	1.36	2.27
timber	lumber	N	syn	3.83	6.38
contract	agreement	N	hyp	5.91	9.85
foot	plant	N	no-rel	0.42	0.7
haystack	pile	N	hyp	5.08	8.47
galosh	rubber	N	syn	1.92	3.2
west	direction	N	hyp	5.85	9.75
backpack	purse	N	cohyp	1.54	2.57
creation	beginning	N	hyp	4.00	6.67
airplane	aircraft	N	hyp	5.75	9.58
caravan	group	N	hyp	3.00	5.0
refuse	stop	V	no-rel	4.00	6.67
dismiss	repress	V	no-rel	2.83	4.72
technician	worker	N	hyp	5.29	8.82
incense	odor	N	hyp	4.40	7.33
bug	insect	N	hyp	5.36	8.93
gender	sex	N	syn	3.45	5.75
desert	oasis	N	cohyp	1.55	2.58
portion	percentage	N	syn	4.50	7.5
hypothesis	theory	N	mero	3.60	6.0
bouillon	food	N	hyp	4.85	8.08
treasure	possession	N	hyp	4.46	7.43
sheep	herd	N	mero	1.67	2.78
ask	recall	V	r-hyp	1.50	2.5
land	region	N	hyp	2.71	4.52
tow	tell	V	no-rel	0.15	0.25
retain	keep	V	hyp	5.33	8.88
fleet	navy	N	mero	2.42	4.03
chuck	toss	V	syn	4.77	7.95
beer	liquid	N	hyp	5.38	8.97
bandanna	cloth	N	hyp	4.75	7.92
keep	reserve	V	r-hyp	4.83	8.05
humiliate	hurt	V	hyp	5.07	8.45
animal	beast	N	syn	3.40	5.67
wrestling	sport	N	hyp	5.31	8.85
stove	floor	N	no-rel	0.23	0.38
cliff	drop	N	syn	2.92	4.87
crew	group	N	hyp	5.64	9.4
dunk	dip	V	syn	4.38	7.3
surgeon	doctor	N	hyp	5.18	8.63
barrel	gun	N	mero	1.46	2.43
green	yellow	N	cohyp	1.25	2.08
show	unite	V	no-rel	0.33	0.55
painting	washer	N	no-rel	0.40	0.67
film	sun	N	no-rel	0.31	0.52
meaning	nonsense	N	cohyp	0.73	1.22
glare	reflect	V	hyp	3.62	6.03
change	swap	V	r-hyp	5.50	9.17
refrigerator	appliance	N	hyp	6.00	10.0
apex	point	N	hyp	4.67	7.78
smog	pollution	N	hyp	6.00	10.0
crossing	turtle	N	no-rel	0.18	0.3
car	vehicle	N	hyp	6.00	10.0
put	give	V	hyp	1.80	3.0
feature	face	N	mero	1.18	1.97
reader	person	N	hyp	4.46	7.43
silver	gold	N	cohyp	0.67	1.12
strawberry	food	N	hyp	5.46	9.1
thumb	finger	N	hyp	4.77	7.95
chili	food	N	hyp	5.89	9.82
puff	wind	N	hyp	2.73	4.55
leadership	ability	N	hyp	5.08	8.47
acknowledge	admit	V	syn	4.23	7.05
musk	scent	N	hyp	5.62	9.37
wife	husband	N	ant	0.77	1.28
officer	law	N	mero	3.08	5.13
weed	venom	N	no-rel	0.22	0.37
wolf	creature	N	hyp	5.36	8.93
radish	vegetable	N	hyp	5.75	9.58
shape	prism	N	r-hyp	1.62	2.7
shiver	shake	V	hyp	4.60	7.67
squash	game	N	hyp	5.45	9.08
herd	group	N	hyp	5.54	9.23
mattress	bed	N	mero	2.42	4.03
delay	hurry	V	ant	0.27	0.45
diamond	pearl	N	cohyp	0.45	0.75
zipper	pants	N	mero	0.09	0.15
cuff	sleeve	N	mero	2.64	4.4
lane	road	N	cohyp	3.25	5.42
county	country	N	cohyp	1.15	1.92
seagull	bird	N	hyp	6.00	10.0
toaster	appliance	N	hyp	5.64	9.4
tortoise	animal	N	hyp	5.92	9.87
taxi	cab	N	syn	3.75	6.25
technology	knowledge	N	hyp	4.27	7.12
walrus	mammal	N	hyp	5.90	9.83
give	let	V	hyp	2.54	4.23
hit	run	V	cohyp	1.14	1.9
rectangle	shape	N	hyp	5.85	9.75
group	legion	N	r-hyp	2.00	3.33
dove	bird	N	hyp	5.92	9.87
person	citizen	N	r-hyp	3.10	5.17
human	man	N	syn	1.85	3.08
six	number	N	hyp	6.00	10.0
data	information	N	syn	5.18	8.63
pork	hog	N	mero	2.15	3.58
present	future	N	cohyp	0.62	1.03
cup	container	N	hyp	5.15	8.58
shell	turtle	N	mero	0.90	1.5
swan	animal	N	hyp	5.85	9.75
deny	repress	V	hyp	3.73	6.22
price	worth	N	hyp	4.20	7.0
kangaroo	animal	N	hyp	6.00	10.0
brown	green	N	cohyp	0.77	1.28
frustration	anger	N	hyp	5.15	8.58
trunk	oasis	N	no-rel	0.21	0.35
pavement	road	N	mero	3.44	5.73
strawberry	fruit	N	hyp	6.00	10.0
profit	loss	N	ant	0.11	0.18
popcorn	food	N	hyp	5.85	9.75
gull	bird	N	hyp	5.43	9.05
recall	remember	V	syn	5.23	8.72
hammer	cancer	N	no-rel	0.31	0.52
lunch	food	N	hyp	3.69	6.15
pleasure	herd	N	no-rel	0.00	0.0
chew	grind	V	hyp	2.46	4.1
wing	bat	N	mero	0.23	0.38
faculty	school	N	mero	2.27	3.78
disperse	separate	V	hyp	4.27	7.12
pronoun	word	N	hyp	5.64	9.4
toll	fee	N	hyp	5.60	9.33
carpenter	worker	N	hyp	5.73	9.55
point	pencil	N	mero	0.58	0.97
jog	run	V	hyp	4.31	7.18
pavement	street	N	mero	2.69	4.48
